[WARNING] Deprecated '--logger=capnslog' flag is set; use '--logger=zap' flag instead
2020-04-24 13:14:06.464531 I | etcdmain: etcd Version: 3.4.3
2020-04-24 13:15:05.179783 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/globalnetworkpolicies\" range_end:\"/registry/crd.projectcalico.org/globalnetworkpoliciet\" count_only:true " with result "range_response_count:0 size:6" took too long (740.108341ms) to execute
2020-04-24 13:15:05.180162 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/globalnetworkpolicies/\" range_end:\"/registry/crd.projectcalico.org/globalnetworkpolicies0\" limit:10000 " with result "range_response_count:0 size:6" took too long (741.386334ms) to execute
2020-04-24 13:15:05.180487 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/hostendpoints/\" range_end:\"/registry/crd.projectcalico.org/hostendpoints0\" limit:10000 " with result "range_response_count:0 size:6" took too long (755.503631ms) to execute
2020-04-24 13:15:05.180796 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/hostendpoints\" range_end:\"/registry/crd.projectcalico.org/hostendpointt\" count_only:true " with result "range_response_count:0 size:6" took too long (755.932499ms) to execute
2020-04-24 13:15:05.181154 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/hostendpoints/\" range_end:\"/registry/crd.projectcalico.org/hostendpoints0\" limit:500 " with result "range_response_count:0 size:6" took too long (756.323807ms) to execute
2020-04-24 13:15:05.181463 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/networksets/\" range_end:\"/registry/crd.projectcalico.org/networksets0\" limit:10000 " with result "range_response_count:0 size:6" took too long (784.273947ms) to execute
2020-04-24 13:15:05.181787 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/networksets\" range_end:\"/registry/crd.projectcalico.org/networksett\" count_only:true " with result "range_response_count:0 size:6" took too long (784.638511ms) to execute
2020-04-24 13:15:05.183042 W | etcdserver: request "header:<ID:9653027836254939083 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" mod_revision:23814 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" value_size:513 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" > >>" with result "size:18" took too long (268.274817ms) to execute
2020-04-24 13:15:05.559421 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:480" took too long (1.079121349s) to execute
2020-04-24 13:15:05.560273 W | etcdserver: request "header:<ID:9653027836254939086 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-dns\" mod_revision:2445 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-dns\" value_size:539 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-dns\" > >>" with result "size:18" took too long (151.563653ms) to execute
2020-04-24 13:15:05.560745 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/ipamconfigs/\" range_end:\"/registry/crd.projectcalico.org/ipamconfigs0\" limit:10000 " with result "range_response_count:0 size:6" took too long (811.45067ms) to execute
2020-04-24 13:15:05.562208 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/ipamconfigs/\" range_end:\"/registry/crd.projectcalico.org/ipamconfigs0\" limit:500 " with result "range_response_count:0 size:6" took too long (810.783206ms) to execute
2020-04-24 13:15:05.564189 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/clusterinformations/default\" " with result "range_response_count:1 size:913" took too long (811.086054ms) to execute
2020-04-24 13:15:05.564873 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/ipamconfigs\" range_end:\"/registry/crd.projectcalico.org/ipamconfigt\" count_only:true " with result "range_response_count:0 size:6" took too long (811.432719ms) to execute
2020-04-24 13:15:05.565217 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/globalnetworkpolicies/\" range_end:\"/registry/crd.projectcalico.org/globalnetworkpolicies0\" limit:500 " with result "range_response_count:0 size:6" took too long (830.813689ms) to execute
2020-04-24 13:15:05.565582 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/ipamblocks\" range_end:\"/registry/crd.projectcalico.org/ipamblockt\" count_only:true " with result "range_response_count:0 size:8" took too long (1.079935733s) to execute
2020-04-24 13:15:05.905417 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/networksets\" range_end:\"/registry/crd.projectcalico.org/networksett\" count_only:true " with result "range_response_count:0 size:6" took too long (712.502623ms) to execute
2020-04-24 13:15:05.905860 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/globalnetworkpolicies\" range_end:\"/registry/crd.projectcalico.org/globalnetworkpoliciet\" count_only:true " with result "range_response_count:0 size:6" took too long (713.522105ms) to execute
2020-04-24 13:15:05.906112 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/clusterinformations/default\" " with result "range_response_count:1 size:913" took too long (876.325918ms) to execute
2020-04-24 13:15:05.906507 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/hostendpoints\" range_end:\"/registry/crd.projectcalico.org/hostendpointt\" count_only:true " with result "range_response_count:0 size:6" took too long (714.18381ms) to execute
2020-04-24 13:15:05.907051 W | etcdserver: request "header:<ID:9653027836254939089 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/kube-system/calico-kube-controllers-75d56dfc47\" mod_revision:2879 > success:<request_put:<key:\"/registry/replicasets/kube-system/calico-kube-controllers-75d56dfc47\" value_size:2841 >> failure:<request_range:<key:\"/registry/replicasets/kube-system/calico-kube-controllers-75d56dfc47\" > >>" with result "size:18" took too long (189.370009ms) to execute
2020-04-24 13:15:05.911317 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/ipamconfigs\" range_end:\"/registry/crd.projectcalico.org/ipamconfigt\" count_only:true " with result "range_response_count:0 size:6" took too long (336.450738ms) to execute
2020-04-24 13:15:05.914524 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/coredns-66bff467f8-bfq5l\" " with result "range_response_count:1 size:5040" took too long (339.903296ms) to execute
2020-04-24 13:15:05.916486 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:507" took too long (453.79675ms) to execute
2020-04-24 13:15:06.147594 W | etcdserver: request "header:<ID:9653027836254939100 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/worker1.1608c3c19d5825a9\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/worker1.1608c3c19d5825a9\" value_size:588 lease:429655799400162922 >> failure:<>>" with result "size:18" took too long (109.394506ms) to execute
2020-04-24 13:15:06.149723 W | etcdserver: read-only range request "key:\"/registry/services/specs/kube-system/kube-dns\" " with result "range_response_count:1 size:1160" took too long (200.848009ms) to execute
2020-04-24 13:15:06.150722 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/mytsetwebapp\" " with result "range_response_count:1 size:623" took too long (200.841702ms) to execute
2020-04-24 13:15:06.151197 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/coredns\" " with result "range_response_count:1 size:3927" took too long (200.875057ms) to execute
2020-04-24 13:15:06.151441 W | etcdserver: read-only range request "key:\"/registry/minions/worker1\" " with result "range_response_count:1 size:4603" took too long (200.939511ms) to execute
2020-04-24 13:15:06.152402 W | etcdserver: read-only range request "key:\"/registry/deployments/default/mytsetwebapp\" " with result "range_response_count:1 size:2040" took too long (200.999609ms) to execute
2020-04-24 13:15:06.153932 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/calico-kube-controllers\" " with result "range_response_count:1 size:4208" took too long (201.192979ms) to execute
2020-04-24 13:15:06.154254 W | etcdserver: read-only range request "key:\"/registry/minions/worker2\" " with result "range_response_count:1 size:4599" took too long (201.26884ms) to execute
2020-04-24 13:15:06.154439 W | etcdserver: read-only range request "key:\"/registry/minions/master\" " with result "range_response_count:1 size:5479" took too long (201.322682ms) to execute
2020-04-24 13:15:08.774163 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:576" took too long (828.072475ms) to execute
2020-04-24 13:15:08.775274 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:289" took too long (916.517954ms) to execute
2020-04-24 13:15:08.775676 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (622.352224ms) to execute
2020-04-24 13:15:12.299054 W | wal: sync duration of 1.403358827s, expected less than 1s
2020-04-24 13:15:12.299284 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (1.377297203s) to execute
2020-04-24 13:15:12.301848 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (1.403785197s) to execute
2020-04-24 13:15:12.302634 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" limit:500 " with result "range_response_count:0 size:6" took too long (1.079872496s) to execute
2020-04-24 13:15:13.440763 W | etcdserver: request "header:<ID:9653027836254939139 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/kube-system/calico-node-8kc9h.1608c3c3800bc920\" mod_revision:0 > success:<request_put:<key:\"/registry/events/kube-system/calico-node-8kc9h.1608c3c3800bc920\" value_size:725 lease:429655799400162922 >> failure:<>>" with result "size:18" took too long (129.096404ms) to execute
2020-04-24 13:15:14.599753 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (172.750286ms) to execute
2020-04-24 13:15:14.599954 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (277.421539ms) to execute
2020-04-24 13:15:14.942943 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (242.424032ms) to execute
2020-04-24 13:15:15.159379 W | etcdserver: request "header:<ID:9653027836254939171 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/kube-system/calico-node-8kc9h.1608c3c3f2f3d1ac\" mod_revision:0 > success:<request_put:<key:\"/registry/events/kube-system/calico-node-8kc9h.1608c3c3f2f3d1ac\" value_size:680 lease:429655799400162922 >> failure:<>>" with result "size:18" took too long (146.862931ms) to execute
2020-04-24 13:15:17.087466 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (472.144651ms) to execute
2020-04-24 13:15:17.087966 W | etcdserver: request "header:<ID:9653027836254939195 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/kube-system/calico-node-8kc9h.1608c3c45d1cf2eb\" mod_revision:0 > success:<request_put:<key:\"/registry/events/kube-system/calico-node-8kc9h.1608c3c45d1cf2eb\" value_size:704 lease:429655799400162922 >> failure:<>>" with result "size:18" took too long (243.923575ms) to execute
2020-04-24 13:15:17.088545 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/calico-node-8kc9h\" " with result "range_response_count:1 size:12303" took too long (298.937398ms) to execute
2020-04-24 13:15:17.088805 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:264" took too long (210.810774ms) to execute
